,start_verse_num,end_verse_num,start_verse,end_verse,avg_embedding
102,4886,5154,Heleman 14 14,3 Nephi 8.19,"[-0.03152752 -0.03154992 -0.03151568 -0.03155994 -0.03156192 -0.03151023
 -0.03158146 -0.03152854 -0.03153644 -0.03155338 -0.03152391 -0.03152921
 -0.0315686  -0.03154829 -0.03153282 -0.03156136 -0.03156327 -0.03152619
 -0.03153669 -0.03150277 -0.0315896  -0.03153058 -0.03154736 -0.03157667
 -0.03152507 -0.03153817 -0.0315566  -0.03154781 -0.03148331 -0.03157119
 -0.03153918 -0.03152989 -0.03155    -0.0315372  -0.03155944 -0.03155731
 -0.03154593 -0.03150765 -0.03151282 -0.03155342 -0.03156367 -0.03154613
 -0.03153802 -0.03157307 -0.03155475 -0.03156997 -0.03156747 -0.03154843
 -0.03152597 -0.03156431 -0.03157115 -0.03156522 -0.03154538 -0.03155439
 -0.03155644 -0.03160012 -0.03156012 -0.03156019 -0.03157032 -0.03156606
 -0.03157186 -0.03157441 -0.03153941 -0.03153991 -0.03157101 -0.03151332
 -0.03153852 -0.03153732 -0.03157193 -0.03156845 -0.03152449 -0.03154789
 -0.03156093 -0.03154713 -0.03152982 -0.03154441 -0.03152931 -0.03154555
 -0.03155284 -0.03152289 -0.03156607 -0.03155528 -0.03153192 -0.03157033
 -0.03155133 -0.03153322 -0.03155727 -0.03151713 -0.03152965 -0.03155103
 -0.03154639 -0.03155278 -0.03153244 -0.03154093 -0.03155959 -0.03156309
 -0.03154739 -0.03154835 -0.03155185 -0.03153891 -0.03152799 -0.0315514
 -0.03152961 -0.03155456 -0.03155192 -0.03155907 -0.0315337  -0.03153762
 -0.03157162 -0.03157298 -0.03158103 -0.03156991 -0.03155028 -0.03157779
 -0.03158922 -0.031563   -0.03152773 -0.03155889 -0.03157818 -0.03156238
 -0.03154892 -0.03151491 -0.03154019 -0.03152549 -0.03154327 -0.03152596
 -0.03157363 -0.03157858 -0.03156182 -0.03154034 -0.03156239 -0.03151214
 -0.03154473 -0.03155204 -0.03154237 -0.03153621 -0.03153275 -0.03154197
 -0.03155516 -0.03158278 -0.03156214 -0.03154643 -0.03154707 -0.0315653
 -0.03154399 -0.03154575 -0.03153783 -0.03154797 -0.0315782  -0.03154073
 -0.03156467 -0.03155314 -0.03157021 -0.03154277 -0.03158557 -0.03153053
 -0.03155566 -0.03151887 -0.03155666 -0.03155407 -0.03152241 -0.03153314
 -0.03153353 -0.03153986 -0.03153399 -0.03154995 -0.03148082 -0.03156098
 -0.0315328  -0.03155472 -0.03155788 -0.0315808  -0.03153966 -0.03155196
 -0.03157064 -0.03158739 -0.03158117 -0.031583   -0.03157432 -0.03151147
 -0.03154478 -0.03157293 -0.03155916 -0.03155595 -0.03157885 -0.03158504
 -0.03160361 -0.03153085 -0.03150963 -0.03157587 -0.03147428 -0.03154407
 -0.03154372 -0.03154956 -0.03153205 -0.03159278 -0.03156738 -0.03159331
 -0.0315536  -0.03156342 -0.03159321 -0.03154799 -0.03155824 -0.03156349
 -0.03155194 -0.03156283 -0.03157412 -0.03152975 -0.03154937 -0.03154587
 -0.0315743  -0.03152814 -0.03157648 -0.0315417  -0.03155594 -0.03156648
 -0.03153411 -0.03152191 -0.03153484 -0.03156602 -0.03154654 -0.03153237
 -0.03155038 -0.03153064 -0.03153142 -0.03154937 -0.03154398 -0.03157422
 -0.03154131 -0.03154355 -0.03154012 -0.03156049 -0.03157302 -0.03153407
 -0.03154606 -0.03155917 -0.03158684 -0.03154652 -0.03156171 -0.0315372
 -0.03154504 -0.0315376  -0.03153688 -0.03153327 -0.03154105 -0.03155406
 -0.03153943 -0.03156183 -0.03154001 -0.03151851 -0.0315272  -0.03158926
 -0.03154423 -0.03157324 -0.03161538 -0.03151699 -0.03153388 -0.03156806
 -0.03153284 -0.03149368 -0.0315544  -0.03153611 -0.03155263 -0.03152035
 -0.03157588 -0.03156724 -0.03153465 -0.03152971 -0.03154848]"
103,5154,5155,3 Nephi 8 19,3 Nephi 8.20,[-0.03154848 -0.03151847]
104,5155,5176,3 Nephi 8 20,3 Nephi 9.16,"[-0.03151847 -0.0315733  -0.03153068 -0.03154025 -0.03155893 -0.03154904
 -0.03156533 -0.03151473 -0.0315717  -0.031537   -0.03153648 -0.03156881
 -0.03148069 -0.03152663 -0.03154545 -0.03156747 -0.03154232 -0.03152916
 -0.03157799 -0.03155378 -0.03158333 -0.03156718]"
105,5176,5177,3 Nephi 9 16,3 Nephi 9.17,[-0.03156718 -0.03156731]
106,5177,5178,3 Nephi 9 17,3 Nephi 9.18,[-0.03156731 -0.0315975 ]
107,5178,5192,3 Nephi 9 18,3 Nephi 10.10,"[-0.0315975  -0.03151129 -0.03155679 -0.03151823 -0.03154411 -0.03153533
 -0.03156942 -0.03155981 -0.03157414 -0.03152509 -0.03157994 -0.03151782
 -0.03154069 -0.03153882 -0.03152145]"
108,5192,5242,3 Nephi 10 10,3 Nephi 11.41,"[-0.03152145 -0.03154127 -0.03153265 -0.03153952 -0.03157784 -0.03152958
 -0.03154435 -0.0315536  -0.03155065 -0.03154164 -0.0315541  -0.03153221
 -0.03154424 -0.03155778 -0.03155316 -0.03155036 -0.03154898 -0.03158865
 -0.0315654  -0.03151876 -0.03155237 -0.03154612 -0.03155715 -0.0315517
 -0.03154614 -0.03156978 -0.03155084 -0.03154349 -0.03153438 -0.03157777
 -0.03153125 -0.03155398 -0.03153617 -0.03155443 -0.03155586 -0.03153096
 -0.03152318 -0.03156355 -0.03156135 -0.03156679 -0.03154368 -0.03156601
 -0.03153416 -0.03152669 -0.03156419 -0.03153663 -0.03153047 -0.03152975
 -0.03157868 -0.03152865 -0.03152581]"
109,5242,5257,3 Nephi 11 41,3 Nephi 12.15,"[-0.03152581 -0.03155421 -0.03157064 -0.03149052 -0.03154298 -0.03154439
 -0.03152595 -0.03155204 -0.03155461 -0.03156929 -0.03153976 -0.03153034
 -0.03152472 -0.03157047 -0.03158504 -0.03156264]"
110,5257,5258,3 Nephi 12 15,3 Nephi 12.16,[-0.03156264 -0.03161211]
111,5258,5285,3 Nephi 12 16,3 Nephi 12.43,"[-0.03161211 -0.03153943 -0.03154494 -0.03152993 -0.03153859 -0.0315664
 -0.03157359 -0.03150975 -0.03154314 -0.03156529 -0.03156098 -0.03152186
 -0.03156302 -0.03153659 -0.03155081 -0.03152353 -0.0315774  -0.03155009
 -0.03155127 -0.03149877 -0.03153386 -0.03150305 -0.03155609 -0.03156943
 -0.03156904 -0.0315603  -0.03156529 -0.03154284]"
112,5285,5286,3 Nephi 12 43,3 Nephi 12.44,[-0.03154284 -0.03154133]
113,5286,5320,3 Nephi 12 44,3 Nephi 13.30,"[-0.03154133 -0.03155202 -0.03154068 -0.031564   -0.03154635 -0.03157057
 -0.03157979 -0.03154474 -0.031557   -0.03157967 -0.03156986 -0.0315442
 -0.0315352  -0.03154003 -0.03153926 -0.03155714 -0.03156132 -0.03156249
 -0.03154232 -0.03157916 -0.03156161 -0.03154166 -0.0315505  -0.03154506
 -0.03157925 -0.03159904 -0.03155298 -0.03156507 -0.0315002  -0.03157156
 -0.0316182  -0.03155717 -0.03159291 -0.03158017 -0.03155974]"
114,5320,5323,3 Nephi 13 30,3 Nephi 13.33,[-0.03155974 -0.0315459  -0.03155651 -0.03154926]
115,5323,5324,3 Nephi 13 33,3 Nephi 13.34,[-0.03154926 -0.03149553]
116,5324,5326,3 Nephi 13 34,3 Nephi 14.2,[-0.03149553 -0.03155313 -0.03154932]
117,5326,5331,3 Nephi 14 2,3 Nephi 14.7,[-0.03154932 -0.0315555  -0.03162861 -0.03160792 -0.03155245 -0.03155816]
118,5331,5332,3 Nephi 14 7,3 Nephi 14.8,[-0.03155816 -0.03160914]
119,5332,5413,3 Nephi 14 8,3 Nephi 17.18,"[-0.03160914 -0.03157202 -0.03155925 -0.03156444 -0.03155542 -0.03155443
 -0.03156308 -0.03154231 -0.0315458  -0.03156463 -0.03156072 -0.03154188
 -0.03153495 -0.03153751 -0.03154596 -0.03152485 -0.03152884 -0.03152899
 -0.03152321 -0.03152879 -0.03157811 -0.03155878 -0.03156478 -0.03153315
 -0.03153949 -0.03153251 -0.0315356  -0.03152287 -0.03157475 -0.03154057
 -0.03157848 -0.0315187  -0.03153775 -0.03153326 -0.03152889 -0.03155353
 -0.0315539  -0.03153806 -0.03158175 -0.03154656 -0.03157598 -0.03153998
 -0.03152974 -0.03153888 -0.0315564  -0.03158324 -0.03153199 -0.03154658
 -0.03153804 -0.03154743 -0.03154474 -0.03158688 -0.0315372  -0.03154624
 -0.0315338  -0.0315103  -0.0315378  -0.03151119 -0.03153648 -0.03153096
 -0.03154247 -0.03151994 -0.031517   -0.03152769 -0.03155959 -0.03156672
 -0.03153448 -0.03153942 -0.03154629 -0.03153819 -0.03156346 -0.03152747
 -0.03150714 -0.03154141 -0.03157062 -0.03151787 -0.03153737 -0.03154956
 -0.03155862 -0.03155476 -0.03153674 -0.0315149 ]"
120,5413,5414,3 Nephi 17 18,3 Nephi 17.19,[-0.0315149  -0.03147251]
121,5414,5424,3 Nephi 17 19,3 Nephi 18.4,"[-0.03147251 -0.03152942 -0.03154363 -0.03156926 -0.03158106 -0.03155762
 -0.03156087 -0.03151865 -0.03155029 -0.03154532 -0.03155974]"
122,5424,5452,3 Nephi 18 4,3 Nephi 18.32,"[-0.03155974 -0.03157079 -0.03152806 -0.03153677 -0.03154456 -0.03153687
 -0.0315502  -0.03154134 -0.03154416 -0.03153132 -0.03153365 -0.03155066
 -0.03154099 -0.03156583 -0.03158752 -0.03151063 -0.03152429 -0.03154977
 -0.03153381 -0.03152851 -0.03155758 -0.03155301 -0.03159152 -0.0315326
 -0.03156537 -0.0315329  -0.03153903 -0.03151896 -0.03152602]"
123,5452,5453,3 Nephi 18 32,3 Nephi 18.33,[-0.03152602 -0.03155861]
124,5453,5457,3 Nephi 18 33,3 Nephi 18.37,[-0.03155861 -0.03152639 -0.03153837 -0.03158157 -0.03153727]
125,5457,5458,3 Nephi 18 37,3 Nephi 18.38,[-0.03153727 -0.03157022]
126,5458,5489,3 Nephi 18 38,3 Nephi 19.30,"[-0.03157022 -0.03154572 -0.03153726 -0.03155112 -0.03153608 -0.03156118
 -0.03155216 -0.03152509 -0.03151104 -0.03154546 -0.03152609 -0.03152606
 -0.03155231 -0.03153006 -0.03153699 -0.03153589 -0.0315479  -0.03152827
 -0.03156656 -0.03152998 -0.03157153 -0.03155751 -0.03156217 -0.03156388
 -0.03157315 -0.03152458 -0.03156949 -0.03152693 -0.03156016 -0.03155259
 -0.0315715  -0.03155503]"
127,5489,5581,3 Nephi 19 30,3 Nephi 22.11,"[-0.03155503 -0.0315713  -0.03152668 -0.03152894 -0.03155168 -0.03156636
 -0.03157583 -0.03155358 -0.03153382 -0.03155594 -0.03156136 -0.03155544
 -0.03155425 -0.0315545  -0.03159676 -0.03154066 -0.03154948 -0.03152088
 -0.0315324  -0.03156205 -0.03152834 -0.03150623 -0.03153441 -0.03152435
 -0.03154059 -0.03150167 -0.0315263  -0.03154777 -0.03156388 -0.03154024
 -0.03152614 -0.03153714 -0.03156592 -0.03152637 -0.0315403  -0.03155772
 -0.03154176 -0.03152294 -0.03154365 -0.03153035 -0.03151197 -0.03153363
 -0.03153705 -0.03154215 -0.03151453 -0.03153927 -0.03158523 -0.0315204
 -0.03151929 -0.03153943 -0.03152521 -0.03152896 -0.03154719 -0.03155002
 -0.0315431  -0.03156482 -0.03155317 -0.031552   -0.03155573 -0.03153453
 -0.03155073 -0.03153352 -0.03151271 -0.03154122 -0.03153464 -0.03155242
 -0.03149617 -0.03152999 -0.03156056 -0.03153019 -0.03152133 -0.03154205
 -0.03154657 -0.03152093 -0.03154423 -0.03154452 -0.03152789 -0.03152668
 -0.03153502 -0.03148036 -0.03145695 -0.03152529 -0.03154267 -0.03154322
 -0.0314527  -0.03155732 -0.03152963 -0.03152011 -0.03153903 -0.03152519
 -0.03154521 -0.03155409 -0.03153565]"
128,5581,5598,3 Nephi 22 11,3 Nephi 23.11,"[-0.03153565 -0.03153444 -0.03152476 -0.03153281 -0.03151303 -0.03156727
 -0.03154841 -0.03156726 -0.03154214 -0.03156368 -0.03154422 -0.03152832
 -0.03158713 -0.03154421 -0.03157932 -0.03157677 -0.03152116 -0.03159176]"
129,5598,5657,3 Nephi 23 11,3 Nephi 27.11,"[-0.03159176 -0.03155715 -0.03154548 -0.03155283 -0.03155465 -0.03158268
 -0.03153228 -0.03154588 -0.03153587 -0.03152247 -0.0315444  -0.03152409
 -0.03152375 -0.03153076 -0.03153635 -0.03151521 -0.03153671 -0.03154614
 -0.03151745 -0.03154662 -0.03154714 -0.03155596 -0.03152106 -0.03151831
 -0.0315149  -0.03154894 -0.03151965 -0.03154852 -0.03152225 -0.03156142
 -0.03156131 -0.03154494 -0.03152765 -0.03156066 -0.03154857 -0.03156837
 -0.03155952 -0.03152972 -0.03153845 -0.03156158 -0.0315558  -0.03154967
 -0.03157111 -0.03157779 -0.03155104 -0.0315424  -0.03155089 -0.03153791
 -0.0315406  -0.03155673 -0.03151972 -0.03155188 -0.03155958 -0.03155848
 -0.03153638 -0.03154063 -0.03155746 -0.0315269  -0.03150471 -0.0315316 ]"
130,5657,5658,3 Nephi 27 11,3 Nephi 27.12,[-0.0315316  -0.03151602]
131,5658,5681,3 Nephi 27 12,3 Nephi 28.2,"[-0.03151602 -0.0315352  -0.03153801 -0.03154649 -0.03155287 -0.03154031
 -0.03153453 -0.03156764 -0.03156708 -0.03153613 -0.03154269 -0.03156327
 -0.03154683 -0.03153449 -0.03153207 -0.03157161 -0.03155933 -0.03155884
 -0.031564   -0.03154032 -0.03157603 -0.03157931 -0.03161489 -0.03158526]"
132,5681,5682,3 Nephi 28 2,3 Nephi 28.3,[-0.03158526 -0.03154699]
133,5682,5711,3 Nephi 28 3,3 Nephi 28.32,"[-0.03154699 -0.03158892 -0.03155351 -0.0315811  -0.03153892 -0.03150927
 -0.03153268 -0.03154081 -0.03152608 -0.03158278 -0.0315153  -0.03153424
 -0.03157512 -0.03157141 -0.03158942 -0.03155849 -0.03150461 -0.03151997
 -0.03155561 -0.03153308 -0.03152243 -0.03157569 -0.03155451 -0.03154574
 -0.03152596 -0.03151296 -0.03155643 -0.03152925 -0.03153782 -0.03148863]"
134,5711,5724,3 Nephi 28 32,3 Nephi 29.5,"[-0.03148863 -0.03153725 -0.03157047 -0.03155749 -0.03158097 -0.03156878
 -0.03156243 -0.03155657 -0.03155674 -0.03157161 -0.03152726 -0.0315421
 -0.03154528 -0.03150407]"
135,5724,5959,3 Nephi 29 5,Ether 1.2,"[-0.03150407 -0.03148175 -0.03155478 -0.0314933  -0.03153185 -0.0315437
 -0.03155503 -0.03157203 -0.03156074 -0.03154933 -0.03155429 -0.03154283
 -0.03154287 -0.03155949 -0.03154529 -0.03153163 -0.03154303 -0.03156575
 -0.03154462 -0.03153317 -0.03152065 -0.03154403 -0.03152914 -0.03153285
 -0.03156331 -0.03154335 -0.03153123 -0.0315515  -0.03155666 -0.03153916
 -0.03154955 -0.03153387 -0.03151678 -0.03152642 -0.03154371 -0.03155611
 -0.03153577 -0.03153155 -0.03153401 -0.03149941 -0.03154779 -0.03155722
 -0.0315432  -0.03155552 -0.03154032 -0.031531   -0.03154421 -0.03154355
 -0.0315621  -0.03156051 -0.031558   -0.03152567 -0.03154439 -0.03155059
 -0.03154817 -0.0315599  -0.03154143 -0.03150611 -0.03156771 -0.03152571
 -0.03154444 -0.03156549 -0.03154852 -0.03154548 -0.03152712 -0.03153892
 -0.03156045 -0.03154949 -0.03152731 -0.03152485 -0.03152483 -0.03154503
 -0.03151817 -0.03154981 -0.03154647 -0.03153918 -0.03158935 -0.03156955
 -0.03154834 -0.03154724 -0.03155025 -0.03147991 -0.03150121 -0.03156253
 -0.0315586  -0.03156996 -0.03155113 -0.03157841 -0.03152937 -0.03153276
 -0.03152957 -0.03157492 -0.03155424 -0.03153669 -0.0315551  -0.03155485
 -0.03152249 -0.03152952 -0.03155612 -0.0315419  -0.03156154 -0.03152209
 -0.03154151 -0.03151952 -0.03154704 -0.0315503  -0.03155633 -0.03153543
 -0.0314962  -0.03159735 -0.03152234 -0.03156866 -0.03153343 -0.03155526
 -0.03155388 -0.03151925 -0.03151543 -0.03156099 -0.0315202  -0.03155257
 -0.03154141 -0.03154638 -0.03154951 -0.03154518 -0.03155912 -0.0315531
 -0.03153951 -0.03154343 -0.03152957 -0.0315491  -0.03157096 -0.03155102
 -0.0315397  -0.03155918 -0.03155031 -0.03153971 -0.03152316 -0.03153478
 -0.03152329 -0.03154998 -0.03154612 -0.03155805 -0.03156306 -0.03154036
 -0.03155181 -0.0315438  -0.0315794  -0.03153479 -0.0315291  -0.03154006
 -0.03155823 -0.03155808 -0.03155776 -0.03155294 -0.0315584  -0.03154603
 -0.03155358 -0.03157266 -0.03155915 -0.0315689  -0.03155409 -0.03153844
 -0.03152202 -0.03154671 -0.03154541 -0.03154079 -0.03154948 -0.03156136
 -0.03155184 -0.03155757 -0.03153529 -0.03153265 -0.03156843 -0.03153801
 -0.03156085 -0.03152465 -0.03152695 -0.03154325 -0.03155077 -0.03155817
 -0.03152628 -0.03153278 -0.03149901 -0.03155609 -0.03156084 -0.03153451
 -0.03154331 -0.03149118 -0.03155134 -0.03151652 -0.03153019 -0.03156238
 -0.03152546 -0.03152883 -0.03154178 -0.03155332 -0.03152401 -0.03155275
 -0.03153866 -0.03155395 -0.03158493 -0.03152139 -0.03157448 -0.03157897
 -0.03153213 -0.03155546 -0.03158258 -0.03156349 -0.03156314 -0.03155721
 -0.03154899 -0.03156955 -0.03153846 -0.0315688  -0.03159487 -0.0315821
 -0.0315723  -0.03156738 -0.03158992 -0.03155081 -0.03156069 -0.03157917
 -0.03156106 -0.0315644  -0.03154327 -0.0315381  -0.0315325  -0.03157161
 -0.03155948 -0.03154916 -0.03155321 -0.03153595 -0.03155709 -0.03157592
 -0.03155271 -0.03155409]"
136,5959,5960,Ether 1 2,Ether 1.3,[-0.03155409 -0.03150064]
137,5960,5961,Ether 1 3,Ether 1.4,[-0.03150064 -0.0315741 ]
138,5961,6021,Ether 1 4,Ether 2.21,"[-0.0315741  -0.03153291 -0.03154487 -0.03150062 -0.03157169 -0.03157411
 -0.0315735  -0.0315712  -0.03156289 -0.03155991 -0.03156534 -0.03156671
 -0.03155218 -0.03156956 -0.03157535 -0.03156323 -0.03158124 -0.031566
 -0.03156781 -0.03155092 -0.03157169 -0.03157212 -0.03157159 -0.03155991
 -0.03156765 -0.03157925 -0.03156773 -0.03156551 -0.03156974 -0.0315373
 -0.03153955 -0.03151337 -0.03157422 -0.03151765 -0.03157837 -0.03151606
 -0.03155412 -0.03157563 -0.0315687  -0.0315743  -0.03156739 -0.03157987
 -0.03149745 -0.03154188 -0.03152379 -0.03154917 -0.03153634 -0.03154906
 -0.03154188 -0.0315449  -0.03154899 -0.0315587  -0.03157167 -0.03152489
 -0.03157745 -0.03154884 -0.0315317  -0.03156106 -0.03157716 -0.03152382
 -0.03153222]"
139,6021,6095,Ether 2 21,Ether 6.17,"[-0.03153222 -0.03154629 -0.03153857 -0.03153947 -0.03155751 -0.03156935
 -0.03156337 -0.03157862 -0.03155408 -0.03156013 -0.03154493 -0.03153867
 -0.03152445 -0.03154691 -0.03153469 -0.03154049 -0.03153452 -0.03154093
 -0.03156101 -0.03155093 -0.03155979 -0.03157339 -0.03153824 -0.03151711
 -0.0315658  -0.03155389 -0.03152353 -0.03153055 -0.03157989 -0.03155715
 -0.03156383 -0.03154034 -0.03153609 -0.03153505 -0.03152638 -0.03151916
 -0.0315435  -0.03157467 -0.0315177  -0.03156373 -0.03153598 -0.03152898
 -0.03154096 -0.03159374 -0.03156977 -0.03153406 -0.03153526 -0.03154642
 -0.0315582  -0.03155523 -0.03154396 -0.03154755 -0.03156456 -0.03152032
 -0.03153442 -0.03153266 -0.03151572 -0.03155517 -0.03156281 -0.03153858
 -0.03152875 -0.03155114 -0.03154263 -0.03154363 -0.03150556 -0.03154596
 -0.0315109  -0.03152933 -0.03154129 -0.03154531 -0.03153905 -0.03159028
 -0.03153765 -0.03153696 -0.03154477]"
140,6095,6193,Ether 6 17,Ether 9.32,"[-0.03154477 -0.03154139 -0.03156511 -0.03153697 -0.03157481 -0.03158654
 -0.03152672 -0.03157661 -0.03156479 -0.03155458 -0.03153523 -0.03156919
 -0.031578   -0.03153662 -0.03153012 -0.03153622 -0.03152468 -0.03154392
 -0.03151512 -0.03154696 -0.03155094 -0.0315414  -0.03154746 -0.03154781
 -0.03155392 -0.03156656 -0.03154046 -0.03155572 -0.03146243 -0.03152611
 -0.03152067 -0.03157158 -0.03156951 -0.03154444 -0.03154736 -0.03154922
 -0.03156699 -0.03153138 -0.03152399 -0.03154498 -0.03154372 -0.03154202
 -0.03154465 -0.03154458 -0.0315491  -0.0315226  -0.03153275 -0.03153758
 -0.03156293 -0.03156598 -0.03156208 -0.03155695 -0.0315425  -0.03157678
 -0.03150562 -0.03153635 -0.03154033 -0.03154977 -0.03155771 -0.03153413
 -0.03155753 -0.03154824 -0.03153121 -0.03153529 -0.03156318 -0.03155215
 -0.03155032 -0.03158514 -0.03153362 -0.03154807 -0.03152776 -0.03155336
 -0.03153206 -0.03157902 -0.03153151 -0.03153546 -0.03154826 -0.03155285
 -0.03154152 -0.03154078 -0.0315511  -0.03155582 -0.0315398  -0.03153819
 -0.03156452 -0.03154711 -0.0315372  -0.03155137 -0.03152375 -0.03154845
 -0.0315509  -0.03154728 -0.03153326 -0.03156448 -0.03153634 -0.03155113
 -0.03152081 -0.03153592 -0.03153443]"
141,6193,6194,Ether 9 32,Ether 9.33,[-0.03153443 -0.03153418]
142,6194,6260,Ether 9 33,Ether 12.7,"[-0.03153418 -0.03153776 -0.03154857 -0.03149687 -0.03154384 -0.03153964
 -0.0315569  -0.03154152 -0.03153713 -0.03156469 -0.03156415 -0.03158093
 -0.03156334 -0.03152816 -0.03156032 -0.03154919 -0.03153165 -0.03153802
 -0.03154846 -0.0315555  -0.03156528 -0.03155695 -0.03155066 -0.0315699
 -0.03155863 -0.03154887 -0.03158017 -0.0315595  -0.03154729 -0.03155022
 -0.03157155 -0.03153735 -0.03153318 -0.03156894 -0.0315511  -0.03152273
 -0.03154775 -0.03150266 -0.03150758 -0.03153145 -0.03155155 -0.03155358
 -0.03153499 -0.03151706 -0.03153157 -0.03152845 -0.03156141 -0.03152178
 -0.031541   -0.03150442 -0.03155755 -0.03153617 -0.03153892 -0.03154836
 -0.03155387 -0.03154388 -0.03153569 -0.03152171 -0.03152016 -0.0315782
 -0.03152947 -0.03152496 -0.03151965 -0.03154061 -0.03152278 -0.03154737
 -0.03156059]"
143,6260,6261,Ether 12 7,Ether 12.8,[-0.03156059 -0.03152503]
144,6261,6292,Ether 12 8,Ether 12.39,"[-0.03152503 -0.03151808 -0.03153055 -0.03153757 -0.0315645  -0.03157628
 -0.03155593 -0.03158728 -0.03153755 -0.03154193 -0.03157544 -0.03157599
 -0.03154596 -0.03155291 -0.03155089 -0.03156608 -0.03155958 -0.03154727
 -0.0315568  -0.03156641 -0.03153279 -0.03155521 -0.03151015 -0.03153496
 -0.03154411 -0.03155229 -0.03155234 -0.03157497 -0.03152129 -0.03156722
 -0.0315696  -0.03158734]"
145,6292,6392,Ether 12 39,Moroni 1.2,"[-0.03158734 -0.0315762  -0.03157891 -0.03155268 -0.03154659 -0.03152585
 -0.03152474 -0.0315412  -0.03151204 -0.03154619 -0.03153722 -0.03153593
 -0.03155775 -0.03154326 -0.03156633 -0.03155049 -0.03155699 -0.03152853
 -0.03153792 -0.03154467 -0.03156093 -0.03154876 -0.03153817 -0.03155025
 -0.03154348 -0.03151727 -0.03153049 -0.03154613 -0.03152928 -0.03154104
 -0.03155583 -0.03153293 -0.03153739 -0.03152158 -0.0315564  -0.03156484
 -0.03153333 -0.03151037 -0.03151496 -0.0315336  -0.03154943 -0.03155401
 -0.03156558 -0.03155399 -0.03154088 -0.03152005 -0.03152304 -0.0315101
 -0.03154469 -0.03153978 -0.03153829 -0.03157511 -0.03154221 -0.03144221
 -0.03156653 -0.03155286 -0.03153514 -0.03152641 -0.03153649 -0.03153365
 -0.0315214  -0.03153686 -0.03154161 -0.0315429  -0.03156391 -0.03154368
 -0.03154855 -0.0315742  -0.0315472  -0.03153969 -0.03155643 -0.03155687
 -0.03155159 -0.03155647 -0.03154    -0.03154274 -0.0314988  -0.03153545
 -0.03155006 -0.03155023 -0.03155779 -0.03155799 -0.03153469 -0.03153689
 -0.03155034 -0.03155497 -0.03153652 -0.03155039 -0.03154132 -0.03155137
 -0.03154151 -0.03156048 -0.03154458 -0.03156293 -0.03154811 -0.0315325
 -0.03156823 -0.03155395 -0.0315607  -0.03159203 -0.03152002]"
146,6392,6461,Moroni 1 2,Moroni 7.46,"[-0.03152002 -0.031543   -0.03158686 -0.03153671 -0.03153063 -0.03152844
 -0.03153856 -0.03154202 -0.03154945 -0.03154706 -0.03149992 -0.03154349
 -0.03157983 -0.03153487 -0.03158237 -0.03155629 -0.03153129 -0.0315189
 -0.03155587 -0.03152394 -0.03153368 -0.03153259 -0.03155172 -0.03154403
 -0.03156505 -0.03156173 -0.0315829  -0.0315492  -0.03152436 -0.03152186
 -0.03151917 -0.03153339 -0.03154349 -0.03155617 -0.03153875 -0.03156933
 -0.03155626 -0.03153685 -0.03154542 -0.03155065 -0.03155666 -0.03153414
 -0.03155513 -0.03156704 -0.0315738  -0.03158424 -0.03152273 -0.03152242
 -0.03153713 -0.03154596 -0.03160483 -0.03154413 -0.03156026 -0.03152216
 -0.03153618 -0.03157736 -0.0315479  -0.03157913 -0.03156884 -0.03158867
 -0.03159457 -0.03155255 -0.03152984 -0.03156608 -0.03154262 -0.03155893
 -0.03154351 -0.03155431 -0.03156308 -0.03153424]"
147,6461,6478,Moroni 7 46,Moroni 8.15,"[-0.03153424 -0.03154676 -0.03154756 -0.03155854 -0.03157799 -0.03156641
 -0.03157    -0.03153701 -0.03155556 -0.03154407 -0.0315619  -0.03154011
 -0.03153606 -0.03155128 -0.03156266 -0.03153987 -0.03157793 -0.03154492]"
148,6478,6479,Moroni 8 15,Moroni 8.16,[-0.03154492 -0.03157593]
149,6479,6483,Moroni 8 16,Moroni 8.20,[-0.03157593 -0.03154355 -0.03153839 -0.03153871 -0.03155182]
150,6483,6484,Moroni 8 20,Moroni 8.21,[-0.03155182 -0.03158158]
151,6484,6495,Moroni 8 21,Moroni 9.2,"[-0.03158158 -0.03153231 -0.03153628 -0.03151329 -0.03154218 -0.03155293
 -0.03157118 -0.03154597 -0.0315312  -0.03156712 -0.03154686 -0.03152045]"
152,6495,6519,Moroni 9 2,Moroni 9.26,"[-0.03152045 -0.03143099 -0.03155082 -0.03157618 -0.03154591 -0.03156899
 -0.03153075 -0.03153816 -0.03156435 -0.03152198 -0.03157114 -0.03151019
 -0.03158778 -0.03151963 -0.03156773 -0.03152908 -0.03155231 -0.03154907
 -0.03157804 -0.03152986 -0.03154994 -0.0315171  -0.03157571 -0.03157041
 -0.03162276]"
153,6519,6539,Moroni 9 26,Moroni 10.20,"[-0.03162276 -0.03153888 -0.03160384 -0.03156373 -0.03154765 -0.03155524
 -0.03154189 -0.03153987 -0.03155836 -0.03152981 -0.03156176 -0.0315529
 -0.03155894 -0.03155347 -0.03155921 -0.03155873 -0.03157993 -0.03152722
 -0.03154272 -0.03155965 -0.03157519]"
154,6539,6540,Moroni 10 20,Moroni 10.21,[-0.03157519 -0.03150443]
155,6540,6544,Moroni 10 21,Moroni 10.25,[-0.03150443 -0.03157709 -0.03155586 -0.03160748 -0.03155294]
156,6544,6545,Moroni 10 25,Moroni 10.26,[-0.03155294 -0.03154557]
